x1,x2,x3,v1,v2,v3,f,fobj,fcon1
89.838,127.162,120.0,-0.099871,0.7,120.0,0.520208,0.059937,0.072699
65.3884,42.6916,147.85,0.12193499999999999,0.348645,147.85,0.390462,0.04066,0.071352
116.34223999999999,66.77776,124.25,0.157161,0.5907100000000001,124.25,0.0,0.012828,0.080022
112.0238,186.1762,140.0,-0.144387,0.961935,140.0,1.320986,0.26571999999999996,0.26571999999999996
191.402027,108.75797299999999,107.1,0.159871,0.968258,107.1,0.547802,0.003879,0.32465700000000003
40.3648,33.8352,121.1,0.051097000000000004,0.239355,121.1,0.47801499999999997,0.052617,0.063575
110.47344,191.36656000000002,145.8,-0.155613,0.973677,145.8,1.6623009999999998,0.339505,0.33979899999999996
71.465053,101.294947,132.15,-0.100258,0.55729,132.15,1.062318,0.21064899999999998,0.21141100000000002
163.29012,129.86988,100.0,0.066194,0.945677,100.0,0.8055979999999999,0.003011,0.396985
47.7218,76.8782,113.55,-0.135871,0.401935,113.55,0.590267,0.075421,0.079566
86.23944,92.68056,136.0,-0.020903,0.5771609999999999,136.0,0.7768550000000001,0.137482,0.140224
23.075267,32.084733,127.95,-0.09483899999999999,0.17793499999999998,127.95,1.154798,0.230025,0.231294
90.295147,95.624853,103.55,-0.016645,0.599742,103.55,-0.058410000000000004,0.005954999999999999,0.160501
173.4054,108.5546,116.7,0.133548,0.9095479999999999,116.7,-0.125729,0.00463,0.13886099999999998
21.126279999999998,34.03372,101.25,-0.135871,0.17793499999999998,101.25,0.405072,0.042411000000000004,0.055286
67.624667,52.775332999999996,100.0,0.071613,0.388387,100.0,0.810435,0.009193999999999999,0.36798000000000003
112.15903999999999,62.00096,111.0,0.16722599999999999,0.561806,111.0,-0.01706,0.003682,0.18751199999999998
206.64,103.32,108.95,0.193548,0.999871,108.95,0.47010100000000005,0.001778,0.313612
143.73333300000002,71.866667,116.4,0.193548,0.695484,116.4,-0.107021,0.005196,0.14414200000000002
143.2046,118.5954,133.35,0.054581,0.8445159999999999,133.35,0.48242799999999997,0.053326,0.070838
94.85,80.15,141.95,0.048774,0.564516,141.95,0.599823,0.077953,0.086133
142.310187,86.72981300000001,120.45,0.140903,0.738839,120.45,-0.048895999999999995,0.010594,0.093907
88.634373,58.925627,121.05,0.11690299999999999,0.476,121.05,0.139812,0.01989,0.060139
103.0708,132.9692,109.4,-0.073548,0.761419,109.4,-0.019844999999999998,0.011948,0.081504
178.54666699999999,101.453333,127.1,0.159871,0.903226,127.1,0.018407,0.013643,0.087521
126.933333,63.466667,129.6,0.193548,0.6141939999999999,129.6,-0.031708999999999994,0.011405,0.080585
70.70056,36.259440000000005,115.9,0.186968,0.345032,115.9,-0.090215,0.008519,0.09324299999999999
98.453693,165.026307,110.0,-0.14670999999999998,0.849935,110.0,0.10848900000000002,0.018115,0.064774
49.466667,24.733333,115.9,0.193548,0.239355,115.9,-0.019491,0.011964,0.085092
113.68,56.84,120.45,0.193548,0.5500649999999999,120.45,-0.072051,0.009454,0.099124
206.64,103.32,113.85,0.193548,0.999871,113.85,0.079213,0.001835,0.22132800000000002
165.74273300000002,134.69726699999998,105.9,0.06,0.969161,105.9,0.20136600000000002,0.002247,0.24934299999999998
80.237827,99.802173,103.65,-0.063097,0.580774,103.65,-0.165571,0.004163,0.105599
37.841066999999995,63.518933,137.55,-0.147097,0.326968,137.55,1.7311130000000001,0.353131,0.356426
37.48472,31.675279999999997,141.95,0.048774,0.223097,141.95,0.608873,0.080465,0.091465
66.733333,133.466667,100.0,-0.193548,0.645806,100.0,-0.11599200000000001,0.007126,0.100727
19.2276,11.2924,137.05,0.15096800000000002,0.098452,137.05,0.250863,0.027377,0.068392
58.613333,29.306666999999997,140.0,0.193548,0.283613,140.0,0.07134299999999999,0.016166,0.082228
82.289573,127.990427,100.8,-0.126194,0.678323,100.8,-0.10192899999999999,0.005629,0.14297100000000001
133.4326,133.9674,114.85,-0.001161,0.8625809999999999,114.85,0.037328,0.014513,0.078341
31.256120000000003,41.26388,111.0,-0.08012899999999999,0.233935,111.0,0.615729,0.082447,0.08835900000000001
51.862533,49.497467,128.6,0.013548,0.326968,128.6,0.648199,0.09288300000000001,0.099991
102.41868000000001,106.74132,107.3,-0.012,0.67471,107.3,-0.09074199999999999,0.008194,0.115932
90.906667,181.813333,103.55,-0.193548,0.879742,103.55,-0.10310599999999999,0.007745999999999999,0.108499
87.211973,155.268027,105.5,-0.162968,0.782194,105.5,-0.013438,0.012236,0.08730800000000001
59.266667000000005,118.53333300000001,104.2,-0.193548,0.573548,104.2,0.11987300000000001,0.018746000000000002,0.057875
88.996413,124.08358700000001,105.35,-0.095613,0.687355,105.35,-0.063999,0.009857,0.096466
98.453693,165.026307,125.0,-0.14670999999999998,0.849935,125.0,0.8073060000000001,0.147091,0.14891600000000002
63.71904,84.12096,106.8,-0.08012899999999999,0.47690299999999997,106.8,0.069938,0.016094999999999998,0.06364299999999999
55.68948,95.23052,100.8,-0.152129,0.486839,100.8,-0.053899,0.010353,0.084228
139.066667,69.533333,113.65,0.193548,0.672903,113.65,-0.078847,0.0039689999999999994,0.16531500000000002
57.799093000000006,75.480907,102.25,-0.077032,0.429935,102.25,-0.0516,0.010464,0.07975700000000001
137.10564,172.85436,102.2,-0.066968,0.999871,102.2,0.048408,0.002491,0.210939
204.4,102.2,118.2,0.193548,0.989032,118.2,-0.080627,0.0044729999999999995,0.161499
125.89471999999999,82.42528,146.0,0.12116099999999999,0.672,146.0,0.357599,0.037014,0.065765
109.41569299999999,100.864307,124.95,0.023613,0.678323,124.95,0.438547,0.046765,0.062937
104.1264,198.2736,101.4,-0.180774,0.975484,101.4,-0.005599,0.0068579999999999995,0.17416800000000002
83.331733,107.06826699999999,102.55,-0.072387,0.6141939999999999,102.55,-0.113852,0.006537,0.12391400000000001
76.813333,153.626667,102.2,-0.193548,0.743355,102.2,-0.091188,0.008468,0.094422
90.906667,181.813333,101.8,-0.193548,0.879742,101.8,-0.119235,0.005622,0.13237000000000002
60.853333,121.706667,102.4,-0.193548,0.588903,102.4,0.021728,0.013793000000000001,0.07018200000000001
156.98666699999998,78.49333299999999,124.1,0.193548,0.759613,124.1,-0.032764999999999996,0.011322,0.10578499999999999
42.390227,70.449773,124.35,-0.144387,0.364,124.35,1.249283,0.250419,0.250909
80.57112,86.58888,105.1,-0.020903,0.539226,105.1,-0.090393,0.008361,0.11129000000000001
81.50594699999999,110.574053,104.4,-0.087871,0.619613,104.4,-0.07968099999999999,0.009066,0.096317
79.333333,39.666667,126.1,0.193548,0.383871,126.1,-0.009890000000000001,0.012394,0.077166
129.36,64.68,117.1,0.193548,0.625935,117.1,-0.13917000000000002,0.0048909999999999995,0.126326
206.64,103.32,122.3,0.193548,0.999871,122.3,-0.10652,0.005908,0.13755799999999999
70.124227,95.915773,147.9,-0.09019400000000001,0.535613,147.9,1.302258,0.261836,0.261836
28.0308,37.7692,133.8,-0.085935,0.212258,133.8,1.135304,0.227001,0.227001
106.45170700000001,166.268293,103.05,-0.127355,0.879742,103.05,0.008499,0.009809,0.15858699999999998
71.461973,87.578027,103.5,-0.058838999999999995,0.5130319999999999,103.5,-0.089237,0.008570999999999999,0.099516
108.08485300000001,123.19514699999999,103.65,-0.037935,0.746065,103.65,-0.08960599999999999,0.004101,0.160298
43.7262,56.7938,104.35,-0.07548400000000001,0.324258,104.35,0.143039,0.02008,0.055617999999999994
113.68,56.84,122.7,0.193548,0.5500649999999999,122.7,-0.054599,0.010319,0.094394
37.011333,60.98866700000001,145.4,-0.142065,0.316129,145.4,1.7153900000000002,0.34865100000000004,0.352664
33.05344,19.02656,126.0,0.156387,0.168,126.0,0.155442,0.020825,0.063301
87.730347,128.709653,102.9,-0.10993499999999999,0.698194,102.9,-0.10834400000000001,0.005473,0.14086400000000002
126.87696000000001,183.08303999999998,104.0,-0.10529000000000001,0.999871,104.0,-0.03177,0.005158,0.17521
154.373333,77.186667,118.75,0.193548,0.7469680000000001,118.75,-0.10695999999999999,0.0054859999999999996,0.141523
156.8672,106.3328,118.2,0.11148399999999999,0.849032,118.2,-0.08317100000000001,0.008848,0.105781
85.10656,90.73344,102.75,-0.018581,0.567226,102.75,-0.10871199999999999,0.0033619999999999995,0.15720599999999998
160.4904,100.4696,138.55,0.133548,0.8418059999999999,138.55,0.264534,0.028456,0.067422
139.675947,131.364053,108.9,0.017806,0.874323,108.9,-0.059814,0.005362,0.163908
116.22016,66.89984,102.0,0.156387,0.5907100000000001,102.0,0.392206,0.002568,0.292482
135.78376,106.97623999999999,102.4,0.06890299999999999,0.783097,102.4,0.31855900000000004,0.0018850000000000002,0.277766
103.32,206.64,102.3,-0.193548,0.999871,102.3,-0.12091099999999999,0.004259000000000001,0.144904
89.37226700000001,117.82773300000001,104.0,-0.079742,0.668387,104.0,-0.152906,0.004839,0.110398
204.773333,102.386667,115.7,0.193548,0.9908389999999999,115.7,0.019814,0.003761,0.19789500000000002
111.24166699999999,63.75833299999999,141.05,0.157548,0.564516,141.05,0.200706,0.023738,0.065065
84.64353299999999,84.756467,119.45,-0.00038700000000000003,0.546452,119.45,0.392988,0.040957,0.06019
26.478293,15.241707,102.85,0.156387,0.134581,102.85,-0.122777,0.0067469999999999995,0.095441
109.573333,54.786667,135.05,0.193548,0.5301939999999999,135.05,0.039077999999999995,0.014594999999999999,0.07940499999999999
54.600840000000005,63.83916,103.05,-0.04529,0.382065,103.05,-0.039463,0.011043,0.0779
132.71888,105.84111999999999,104.55,0.065419,0.769548,104.55,0.100372,0.0038420000000000004,0.21896
130.190667,139.169333,104.7,-0.019355,0.8689030000000001,104.7,-0.089795,3.6e-05,0.181561
146.65644,139.22356000000002,141.7,0.015097,0.9221940000000001,141.7,0.6813819999999999,0.104371,0.11209200000000001
51.862533,49.497467,115.85,0.013548,0.326968,115.85,0.41081999999999996,0.043123,0.058342
134.8326,175.1274,105.1,-0.07548400000000001,0.999871,105.1,0.000356,0.008014,0.16885999999999998
149.60736,160.35263999999998,105.05,-0.020128999999999998,0.999871,105.05,-0.023363,0.001759,0.194251
