iteration,random_obj0_mean,random_obj0_stde,random_obj1_mean,random_obj1_stde,deap_obj0_mean,deap_obj0_stde,deap_obj1_mean,deap_obj1_stde,gryffin_adam_obj0_mean,gryffin_adam_obj0_stde,gryffin_adam_obj1_mean,gryffin_adam_obj1_stde,gryffin_genetic_obj0_mean,gryffin_genetic_obj0_stde,gryffin_genetic_obj1_mean,gryffin_genetic_obj1_stde,gpyopt_obj0_mean,gpyopt_obj0_stde,gpyopt_obj1_mean,gpyopt_obj1_stde
11,0.9359159100055695,0.0018850799502956185,0.010694562545929725,0.0005151708185045865,0.9329894506931304,0.0018997217067372068,0.010024787623611668,0.0005244401841452861,0.93599653840065,0.002244639050728033,0.009481657290276928,0.0006985230789086377,0.9328101176023483,0.002265068149342193,0.010142122771342315,0.0007511783038446821,0.9371009826660156,0.0020429680366493798,0.012227936408911956,0.0006417191696206275
12,0.9359597182273864,0.0019030082697700903,0.010251596925496556,0.0004976196757326505,0.9323021423816681,0.0018341608650890681,0.009822867785884648,0.0005141707138851201,0.9359794300794602,0.002253045365528203,0.009348290022042228,0.0006906761705743763,0.9320241230726242,0.0022541142282234577,0.009772731243517081,0.0007336919954720638,0.9355760818719864,0.0020981150599471243,0.012047934024610085,0.0006351550446114099
13,0.9375790226459503,0.0018361634979343845,0.00985085120356133,0.00047394039078573266,0.9324279475212097,0.0018651932777659262,0.009531590161680094,0.000490533998089925,0.9379344940185547,0.002285347771427574,0.009213014766409108,0.0006899497106081316,0.9332217627763748,0.0022984605308355513,0.009548717194539336,0.0007359617342055392,0.9362583214044571,0.002073166064901187,0.011963263303577651,0.0006346763421397841
14,0.9377162116765976,0.0018656741984813688,0.009761797032017685,0.0004774251599246174,0.9326869648694992,0.0018985257331525492,0.009236802157432703,0.00047970738110140175,0.9378505861759185,0.002226458895589177,0.008772296293312089,0.0006865375922117817,0.9332963687181473,0.0022407840270469042,0.008709690448865753,0.0006517660762095893,0.9360276544094086,0.002046010377043447,0.011519385809582046,0.0006262590297870708
15,0.9372255337238312,0.0018068585295375422,0.00939541944791459,0.0004560433270072054,0.9327150285243988,0.0018888811781127461,0.009178764650823637,0.0004681924209279336,0.9391903007030487,0.002193181836553605,0.008330408338775628,0.0006581273435639793,0.9338619101047516,0.002213686954354521,0.008469241776071468,0.0006418263035083836,0.9374917048215866,0.002023305062653735,0.011430200927937338,0.0006220399709995339
16,0.9382697218656539,0.00180041240722018,0.009086676774895908,0.0004080926253747636,0.9333380049467087,0.0019416106030010147,0.009041011033745865,0.0004674711534110134,0.9378477656841278,0.0021441363986334,0.007869074547651131,0.0006301048029744628,0.9361718654632568,0.0022129670643447202,0.0074406197743882956,0.0005463697017757456,0.9363716751337051,0.0020364373481337543,0.011148717074985524,0.0006100809369355859
17,0.93801424741745,0.0018039656888831268,0.009028658256902564,0.0004021148799607947,0.9330305272340774,0.0018950349401170073,0.00893963093920922,0.0004503403959504547,0.93810433447361,0.002229328523207461,0.007654497749163921,0.0006274988555459597,0.9375082427263259,0.002151124782329847,0.0073342946197720825,0.0005472790362569108,0.9360312163829804,0.0020331238875133375,0.010749870672063136,0.0006155562219030252
18,0.9374418944120407,0.0017649354493574684,0.008633268726747632,0.000381989175463322,0.9335691624879837,0.0018149924978571662,0.008723294470152732,0.0004267500134594559,0.9388911563158036,0.0022045942583347844,0.0074703550688214,0.0006084748879861576,0.9372743541002273,0.0021904906428548156,0.007019200806808211,0.0004968692466560559,0.9364690804481506,0.0019667795061711333,0.010339101078812685,0.0005937819817310712
19,0.9374785208702088,0.0017697996088322826,0.008619142547448614,0.00038292103892376134,0.9337419754266739,0.0018457364335976905,0.008532616216533026,0.0004217474520747526,0.9385830760002136,0.002078102953233223,0.007226726954701823,0.0005967460736950816,0.9366650849580764,0.002152069942220472,0.0067896973596641205,0.0004756510285468444,0.9362136518955231,0.001971371489686133,0.010230493653751907,0.000584557224982315
20,0.9374576735496521,0.0018023988423437785,0.008507282554275453,0.0003797780981597075,0.9341287416219711,0.0018580571134304824,0.008453406417833924,0.00041713694862405347,0.9388945937156677,0.0020227972967569417,0.006788395731454428,0.0005176414392203061,0.9368184930086136,0.0021661206095451454,0.006533925036724964,0.0004331392171240069,0.9360368341207504,0.0019157338289121832,0.010166411129219264,0.000588149773068607
21,0.9370705848932266,0.0018425784158355412,0.00841319624918527,0.0003781266056301615,0.9337676858901978,0.0018373744674403793,0.008353892268656954,0.000403372098453916,0.9383249032497406,0.001995275361109919,0.006600432802894896,0.0005167868571247573,0.9354502880573272,0.0021658918880326714,0.0064251166176343645,0.00043175331992789337,0.9362740534543991,0.0019942809347419294,0.010117042932716414,0.0005814748546833661
22,0.9372360324859619,0.0018309401675565167,0.008385733647293826,0.0003788147947614128,0.9332301819324493,0.001811932634656476,0.008316317881752227,0.0004032710719653085,0.9378396207094193,0.0019741232460189504,0.006046798836363983,0.0004264615460233923,0.9346773248910903,0.002119835654626062,0.006163140583332151,0.0004114441641060112,0.93592100918293,0.002005984812730542,0.009795012408181545,0.0005643817909734675
23,0.9370685315132141,0.001816787915520209,0.00795653315692079,0.00036124221700128826,0.9334246701002121,0.0018290409108815229,0.008249864363090774,0.0003959062553856747,0.9383533364534378,0.002038654540496486,0.005948324164820748,0.00042505614917540563,0.9353953546285629,0.0022125895562107463,0.006032803446564234,0.0004056374194949193,0.9351743823289871,0.0019284405892477496,0.009686584482961239,0.0005588519463192533
24,0.9378107345104217,0.0018369117191063716,0.007745264553965614,0.0003633994056761481,0.9333241748809814,0.0018232813212410162,0.008105143241937757,0.0003880618904561431,0.9383820450305939,0.0020509974646334465,0.0058436240711248555,0.0004031804686418077,0.9353882735967636,0.0021609813328831726,0.005744611307025238,0.00038653048686341064,0.9349036282300949,0.002076020257413522,0.009518046508920748,0.0005600427827325546
25,0.9384137731790543,0.0018679241638649858,0.007680897873379091,0.00035206719851456,0.9330613422393799,0.0018413390615632619,0.008066435142553447,0.00038883450120912077,0.9373809438943863,0.0021070678032641737,0.005691006317527546,0.00038480082730587943,0.9334325879812241,0.002097162184533041,0.005601268432579405,0.00038034470872916917,0.9354037976264954,0.0019980383880779154,0.009205477670670644,0.0005621164216963006
26,0.9386921590566635,0.0019447461743784466,0.007576157540547071,0.0003463252816967685,0.9330613422393799,0.0018413390615632619,0.008066435142553447,0.00038883450120912077,0.9379515683650971,0.0021657663564761008,0.005500317098611175,0.00036797842528860596,0.9341347390413284,0.0021572551604311335,0.005323522783554951,0.00035315093624592214,0.9360012185573577,0.0019862357293950394,0.009103780391128316,0.0005566392894038336
27,0.9386356228590012,0.0019719523474658767,0.007477402976749168,0.0003440131586098883,0.9329914307594299,0.0018376561492934888,0.008065586823407881,0.0003887477771201373,0.9383161932229995,0.001996156037989141,0.00536790096812968,0.00035577991744678203,0.9350529384613037,0.0021301607091155895,0.005221470280643304,0.0003467413635300538,0.9377139753103256,0.0019495183758346764,0.008949969130016892,0.000558926459860028
28,0.9388151180744171,0.0019738971046001893,0.007411973339905715,0.0003379132675507894,0.9327492874860763,0.0018531697051360908,0.008047165899510465,0.00038861684312669123,0.939019655585289,0.001995233477479016,0.005174296507326629,0.0002872486590384115,0.9350529384613037,0.0021301607091155895,0.005221470280643304,0.0003467413635300538,0.9384270614385605,0.002014687359629263,0.008809012877434096,0.0005627481488188959
29,0.9383696812391281,0.001965560350621679,0.0072627229832750795,0.00032791947611797727,0.9329279470443725,0.0018953769676460404,0.00804361691081241,0.0003877317072074633,0.939680477976799,0.0019849316693314493,0.0050618370564409,0.00028141060368036763,0.9327303856611252,0.0021706698217082037,0.00504425898986188,0.0003393471459279777,0.938346506357193,0.001998194966525962,0.008789897485442122,0.0005620441491660549
30,0.9382462722063064,0.0019591570365616777,0.007241720973461524,0.0003275832661774812,0.9338293153047562,0.001895547948267297,0.008041947004381432,0.00038761111793532606,0.9384976476430893,0.0019445613497336568,0.0048585914481009025,0.000254216360157938,0.9330250668525696,0.002176660428455678,0.004915319748712747,0.0003201337266051665,0.9392271190881729,0.001969428959445301,0.008751759347037614,0.0005577982790165058
31,0.9374124377965927,0.0019531928262129183,0.0071770610283448215,0.00032502167527854564,0.9340192592144012,0.0018855544886372689,0.007917935625881663,0.00038251661323357005,0.9366974622011185,0.0020973235192519135,0.004760854607717143,0.0002512219229687561,0.9342053723335266,0.0021979685598142035,0.004845349847701347,0.00031526736695949647,0.9385875028371811,0.0019791483969799507,0.008701583744620222,0.0005563571712300708
32,0.9380409961938858,0.001943571467277699,0.0071106554852017854,0.0003247038498701259,0.9343460553884506,0.0019231068606713059,0.007877179301324467,0.0003764535724700026,0.9355961549282074,0.0020996132187492272,0.004642025695117631,0.00022155729001049462,0.9341580450534821,0.0021978723802606264,0.004808784341421564,0.0003065837237023183,0.9384673982858658,0.001971365823676533,0.008678108542226344,0.0005555727819804603
33,0.9387580907344818,0.0019345978418846685,0.007054166138196081,0.00031805837603680653,0.935817978978157,0.0019541397231920207,0.007789940348891657,0.00037282106480919616,0.9367041826248169,0.002132134402433238,0.004554755517967517,0.0002190791464966283,0.934837149977684,0.002187627881064906,0.004701378515706269,0.0003036143099709087,0.9391856580972672,0.0019282865090888854,0.008513839812693191,0.0005554483429395082
34,0.9388985157012939,0.001918838834198449,0.0070110453818991135,0.00031758547624770615,0.9367158454656601,0.0019314351131451836,0.007764262970522184,0.00037129436154181205,0.9362475776672363,0.0021051281137659133,0.004512414615556562,0.0002163545549257218,0.935449390411377,0.002238801305088968,0.0046068306487630755,0.0002985002466282797,0.9400070017576218,0.0019711426397959,0.008463375432290976,0.0005524133039502233
35,0.9386836928129196,0.0019092014592830562,0.006855482823258395,0.00029967046747541535,0.9358824461698532,0.0018850038361702055,0.007763225178439067,0.0003713153049519156,0.9363989698886871,0.002133696496126081,0.0043904889631834745,0.00021216813889318124,0.9373499292135239,0.0023563201970008022,0.004557294837687817,0.00029835430535950875,0.9398099499940872,0.001997215319018882,0.00843051948545449,0.0005504791159904797
36,0.9386475050449371,0.0019117109869944196,0.006821834292319132,0.00029959882611232675,0.9352274525165558,0.001858771241166694,0.007649619560014527,0.00035811234237426295,0.9366605216264725,0.0021398417640453044,0.004373675090701106,0.00021203620426413778,0.9372667419910431,0.002355218915549885,0.004481878650560675,0.00027938113976139813,0.9393956649303437,0.0019432346393901837,0.008388158555738169,0.0005465765061066299
37,0.9390247982740402,0.0018901640304016135,0.006719025088095484,0.00028797882418744706,0.9354367226362228,0.0018622042528345542,0.007631461575924997,0.0003542797788124937,0.936268110871315,0.00216231116517877,0.004340784258918289,0.0002119577282025608,0.9382604694366455,0.002399398975112506,0.004364620156665981,0.00027163867416404343,0.9394633787870407,0.002008477640424372,0.008302265237678704,0.0005499268622412985
38,0.939250396490097,0.0019382420420294992,0.006492123976013594,0.0002731521607660881,0.9354367226362228,0.0018622042528345542,0.007631461575924997,0.0003542797788124937,0.9364097839593888,0.0021407328505043213,0.004276102576727672,0.00018511944621572098,0.9373107612133026,0.0024258880820045817,0.004301040012853492,0.00026473164407943636,0.9382968080043793,0.0019837862767923997,0.008260223966469516,0.0005457200152530866
39,0.9386047768592835,0.0019549734496520704,0.006450255385590361,0.00026669608458653143,0.9348922765254974,0.0018199230566605434,0.007624692603531938,0.0003547442778167884,0.9356162422895431,0.0021651774569277013,0.004213719840343413,0.00018265737544894393,0.9371417933702468,0.002376804489982167,0.004217334331353465,0.0002606572680547612,0.9375144284963608,0.0020390467539381577,0.008216879031559184,0.0005429532413302588
40,0.9386721467971801,0.001959347283368991,0.006434075273534051,0.0002652696019402058,0.9348931050300598,0.0018237324208280818,0.007585533301024608,0.00035365880152070736,0.9356162422895431,0.0021651774569277013,0.004213719840343413,0.00018265737544894393,0.9369264614582061,0.0023697204970043184,0.004100165732540411,0.0002492301238307384,0.937195588350296,0.0020069907799939763,0.008104181186968302,0.0005375925697318029
41,0.9393067383766174,0.0019728236745318933,0.006384847582594257,0.0002653752068051136,0.9356822365522385,0.0018087674891282739,0.007576910895222078,0.0003544470379966382,0.9342722636461258,0.0021923477132197514,0.004129924996271639,0.00017464648981793925,0.9363157397508621,0.0023321039200466897,0.004055064868025415,0.00025040575855051264,0.9379784673452377,0.0019843259009064435,0.008090080269498767,0.0005372251672012461
42,0.9393067383766174,0.0019728236745318933,0.006384847582594257,0.0002653752068051136,0.9347946155071258,0.0017460632219356263,0.007553440095542928,0.00035539345751221346,0.9342722636461258,0.0021923477132197514,0.004129924996271639,0.00017464648981793925,0.9357228845357894,0.002286958576618776,0.0039526562127941,0.0002480572124598279,0.9377455407381058,0.0019910982675781855,0.008066855675646615,0.0005365388180128466
43,0.9391902488470077,0.0019688269399858968,0.00633772046543886,0.00026428166143219504,0.9348563730716706,0.0017206896391307612,0.00754602708832868,0.0003554448397104424,0.9352261072397232,0.002205204078396979,0.004058411173980723,0.0001663208672509757,0.9368619084358215,0.002294352604968458,0.003922889377782842,0.00024673791125777824,0.9372490006685257,0.0019784614126185382,0.008055609199804317,0.0005362778213293425
44,0.938798600435257,0.001974182862822026,0.006257473146019782,0.0002459298251887021,0.9356002652645111,0.0017081783535472168,0.007534486023766705,0.00035593215088547116,0.9354047787189483,0.002214611031554126,0.004010042312545456,0.00016289413591602463,0.9373879623413086,0.0022990384323508186,0.003803096834638459,0.00020600626810497757,0.9378535634279251,0.002015869899660093,0.008035661024646807,0.0005374094805609629
45,0.9396071475744248,0.0019665595025402725,0.006205954939111329,0.000243369456722037,0.935829501748085,0.0017158840169528794,0.007506898295646349,0.0003567124969366582,0.9336650282144546,0.0021411085808252907,0.003958230455850054,0.00015954133878478484,0.9366581428050995,0.002245617255811947,0.0037370832008119144,0.00020455650704673592,0.937108045220375,0.002034913517187089,0.00803457937067394,0.0005373908250344754
46,0.9397050893306732,0.002009174835834999,0.006153072929676689,0.00024383567131403087,0.9359423273801804,0.0017136408184232497,0.0074807524755536765,0.0003582546726850264,0.9335322922468186,0.002156636578878986,0.0039412923895109425,0.00015873895276920008,0.9364114373922348,0.0022544878846772636,0.0036831532833119223,0.00020085939455820957,0.9383261394500733,0.00200339822209718,0.008032602790560176,0.0005374665498368976
47,0.9392861038446426,0.0020111279707446857,0.006075321739075204,0.00024181157547830255,0.9360071086883545,0.0017643174038355297,0.007353714906386347,0.00035129598884721093,0.9343923735618591,0.002189946184398511,0.0038937095881072244,0.0001575330645614034,0.9371749043464661,0.0022530345102586185,0.0036456956481643347,0.00020034941993517862,0.9391576629877091,0.002013770422070992,0.007903581824592226,0.0005359227267485583
48,0.9398707783222199,0.002037825073311701,0.00601039198659197,0.000241492284545932,0.936439009308815,0.001755242805747054,0.007325548273614337,0.00035010421324966565,0.9344005227088928,0.002182537389845331,0.0038331614393024706,0.0001538877418661037,0.9374445962905884,0.002240896492088536,0.003616029923648725,0.00019414247300138314,0.938192013502121,0.0020570252272763723,0.007886057685545216,0.000534136773482671
49,0.939851456284523,0.0020350325829893725,0.005958434491875078,0.00023487959041363973,0.935540696978569,0.0016905443628195279,0.007300429527667745,0.00034390360217591005,0.9343710792064667,0.00212792038265277,0.0037899345138340096,0.0001507088408521476,0.9371147876977921,0.0023010191976827743,0.0035469058555095785,0.00019392226534073172,0.9385863351821899,0.002053680635312359,0.007872345434188714,0.0005329131657261558
50,0.9392894393205643,0.002034837471030619,0.005937713872583784,0.00023544279625769814,0.935983270406723,0.0016735551730331024,0.007293840043805569,0.0003436748589370315,0.9343710792064667,0.00212792038265277,0.0037899345138340096,0.0001507088408521476,0.9374537193775176,0.0022787617220758594,0.003474712733379955,0.00018444867038785163,0.93856270134449,0.002084653379204969,0.007846289090859495,0.0005318614405190329
51,0.9391508066654205,0.002030726502970318,0.005934643106053268,0.00023471616077777997,0.9363718897104263,0.0017045959651395318,0.007218727135662787,0.0003470750257164057,0.9357612186670303,0.002101103506497498,0.0037369109544466176,0.00014756120071236908,0.9369010186195373,0.0022880967702482162,0.00343073121023309,0.0001815458643627704,0.9381985199451447,0.002079633535954012,0.007831002259147395,0.000531704550760394
52,0.9387876605987548,0.002053299990732413,0.0058878678169149955,0.00022432590200530716,0.9363718897104263,0.0017045959651395318,0.007218727135662787,0.0003470750257164057,0.9355513346195221,0.0021234638983886377,0.0037063755217407383,0.00014165660235479342,0.936668159365654,0.0023048048692524675,0.003348389593265305,0.00015584528826824483,0.9383307158946991,0.0020620195863855066,0.007767665295923476,0.0005268664816765211
53,0.9387876605987548,0.002053299990732413,0.0058878678169149955,0.00022432590200530716,0.9372263836860657,0.0016722865511710184,0.007141244982364292,0.00034477123517817333,0.9338101422786713,0.002058297598481006,0.0036650576806813856,0.0001401989756156069,0.9346640819311142,0.0023286319425920906,0.0032624819830329066,0.00015183928944998286,0.9379744154214859,0.0020090829051156484,0.00766566250768524,0.0005215360955351242
54,0.939698149561882,0.0020634668100115456,0.005860004948263182,0.0002198143830822942,0.9370775300264359,0.0016847421027303996,0.007116586136593394,0.0003429842139684799,0.9341167372465133,0.0020715029022517423,0.003648730024113273,0.00013838253992459575,0.9346640819311142,0.0023286319425920906,0.0032624819830329066,0.00015183928944998286,0.9379078358411789,0.0020039670322111285,0.007644285130071518,0.0005210881764067342
55,0.9400256198644638,0.0020355291588987413,0.005813701223631613,0.00021198203682435684,0.9370373076200486,0.0016375155869327346,0.007036301806668373,0.00034349644356554117,0.9326499736309052,0.0020458015816939876,0.003612322178369764,0.00013602771412676154,0.9340782362222672,0.0022382538503106808,0.0031809930288902925,0.00014533406160494456,0.9372606104612351,0.0019889591402857607,0.00764295865080604,0.0005212575070516378
56,0.9400402337312699,0.0020352097974599063,0.005771572857638062,0.00020229136300020274,0.9348722267150879,0.001669970117551034,0.006997641384706498,0.00034160571234883994,0.933330911397934,0.0020354483433722547,0.0035823565812330097,0.00013032278259533233,0.9351598256826401,0.002200385270381911,0.0031508178137670544,0.00014204013905889717,0.9374353843927383,0.0019729394434834153,0.007623260693594596,0.0005198509330218105
57,0.940089220404625,0.002027561386012593,0.005734448421465627,0.00020305346549038186,0.9354335951805115,0.001722060741446372,0.006951726195909078,0.0003403784203451524,0.9335294896364212,0.0020352372877841737,0.003528536460765327,0.00012894313532523698,0.9363720804452896,0.002211289312382258,0.0030931757655562582,0.00013542933712657642,0.9374986743927002,0.0019877158961404758,0.00760057480444799,0.0005182484247620165
58,0.940089220404625,0.002027561386012593,0.005734448421465627,0.00020305346549038186,0.9354335951805115,0.001722060741446372,0.006951726195909078,0.0003403784203451524,0.9335294896364212,0.0020352372877841737,0.003528536460765327,0.00012894313532523698,0.9363720804452896,0.002211289312382258,0.0030931757655562582,0.00013542933712657642,0.9370557111501694,0.0019682063208124032,0.007596033677356943,0.0005179534477282872
59,0.9399916005134582,0.002030862252628297,0.005712965431013208,0.00019820620979226397,0.9369908052682877,0.0018280661378741497,0.0068925720593837544,0.0003334584909486521,0.932923629283905,0.0020398724379215864,0.0035032791921059594,0.00012981858915383436,0.9358072143793106,0.002218256579479307,0.003084478039173183,0.00013572874840941628,0.936072529554367,0.0019848478976154196,0.007345296574271069,0.0005143878227602531
60,0.9399916005134582,0.002030862252628297,0.005712965431013208,0.00019820620979226397,0.9373472410440445,0.0018495464569181178,0.006836234237541433,0.0003304099430276765,0.932923629283905,0.0020398724379215864,0.0035032791921059594,0.00012981858915383436,0.9353289663791656,0.0021961681829421142,0.0030445197027615407,0.00012868432500195474,0.9370217406749726,0.001980893436180941,0.0073097831802847206,0.0005138879789223992
61,0.9398052704334259,0.0020362993320225654,0.005706236202120245,0.00019820046769481288,0.9369409674406052,0.0018745559820722115,0.0067672837329467725,0.00032674813337101846,0.932238067984581,0.0019924497340652273,0.0034561282238648504,0.00012639009615612797,0.9344732105731964,0.002196096466318499,0.0030285489480339034,0.00012861883120037572,0.9370661503076554,0.0019772112918224425,0.0073081164658835365,0.0005139599712327017
62,0.9398052704334259,0.0020362993320225654,0.005706236202120245,0.00019820046769481288,0.9361892288923264,0.0019289077506613802,0.006650775371307656,0.0003298118826552191,0.932238067984581,0.0019924497340652273,0.0034561282238648504,0.00012639009615612797,0.9344732105731964,0.002196096466318499,0.0030285489480339034,0.00012861883120037572,0.9381668573617935,0.002051729011984831,0.0073000764685516506,0.0005142101268710142
63,0.940476450920105,0.0020298540070126637,0.005690196640823101,0.0001980206213300728,0.9364911961555481,0.0019462820023143199,0.006603887527072562,0.0003316645787402188,0.93230328977108,0.0020059961765223205,0.0034331234788021374,0.0001256886303011464,0.9328167176246643,0.0021270937655109906,0.002999363243452749,0.00012900718325729746,0.9371967273950577,0.0020639443870561617,0.007269213538448755,0.0005155630757402679
64,0.940476450920105,0.0020298540070126637,0.005690196640823101,0.0001980206213300728,0.9367370796203613,0.0019490930120540965,0.006594025828609473,0.00033197622068079996,0.9323651921749115,0.0020056223013403115,0.0034168610711954395,0.0001257828668450852,0.9328167176246643,0.0021270937655109906,0.002999363243452749,0.00012900718325729746,0.9372093880176544,0.002044658378436711,0.007254854431297402,0.000516359585862249
65,0.9408866769075394,0.001996000624700018,0.005600053072962645,0.00019024376969955226,0.9363576513528824,0.002011132062605807,0.006531563060853149,0.00032472838985313414,0.9331723946332932,0.002081673665085588,0.003378205469002838,0.00012326058677097787,0.9324093097448349,0.0020994327346824998,0.0029645946529960852,0.00012572076868479914,0.9371291387081147,0.002044064512315728,0.007252214883487995,0.0005164201753447496
66,0.9408866769075394,0.001996000624700018,0.005600053072962645,0.00019024376969955226,0.9372290432453155,0.002072465171375924,0.006457774286701826,0.0003256611778531968,0.9331723946332932,0.002081673665085588,0.003378205469002838,0.00012326058677097787,0.9324093097448349,0.0020994327346824998,0.0029645946529960852,0.00012572076868479914,0.9374172466993332,0.0020353109844434935,0.007247888200037142,0.0005165383229732398
67,0.9406096893548965,0.002025822079993135,0.005595372007979085,0.0001901140322745553,0.9365891098976136,0.0020855295651486037,0.00636152965157954,0.00032235073321470195,0.9342020231485367,0.0021117616316669733,0.0033617639373459034,0.0001228631610900961,0.931680902838707,0.002064358694571903,0.002917234128328979,0.00011652617070706495,0.9373864662647248,0.0019815079536669323,0.0072139720057044845,0.0005168621550504623
68,0.9401931554079056,0.0020646755614193387,0.0055326444365068495,0.0001880364255439803,0.9367314523458481,0.002052478633438808,0.00633137255630352,0.00032218680985672614,0.9345071423053741,0.0021248021944403313,0.0033605801817445454,0.00012287798102558382,0.931680902838707,0.002064358694571903,0.002917234128328979,0.00011652617070706495,0.9379464173316956,0.002022852267139017,0.007209123240454426,0.0005168935011241506
69,0.9400369626283646,0.002062749482382247,0.005492179630888345,0.0001873699951914128,0.9366512751579285,0.0020564216977037295,0.006209592095692185,0.0003167334892241932,0.934343044757843,0.002137873439328602,0.0033236618125981826,0.00012439398961365677,0.9320877611637115,0.0020193727191551393,0.002902814254744162,0.0001167872554085259,0.9382958972454071,0.0020214169917707222,0.007202390626960702,0.0005170729083094448
70,0.9406954336166382,0.0020464839211482735,0.005443217076235646,0.00018839691106652524,0.937598603963852,0.0020240372543732055,0.006201479446560854,0.00031714485513021143,0.934343044757843,0.002137873439328602,0.0033236618125981826,0.00012439398961365677,0.9320877611637115,0.0020193727191551393,0.002902814254744162,0.0001167872554085259,0.9387111377716064,0.0020232160700572282,0.007198797924765685,0.0005171650891498801
71,0.9403166401386261,0.002067661749349742,0.0053905301413015505,0.00018963853273573587,0.9381857353448868,0.0020162005859374844,0.006177258466917657,0.00031865272323916175,0.9347681069374084,0.002143297004508512,0.003311699601682411,0.00012360786301401705,0.9332965797185898,0.002072937820931741,0.002877332688875864,0.00011599449650344983,0.9368595010042191,0.001991324640386478,0.007135167604555657,0.0005093041883536852
