iteration,random_obj0_mean,random_obj0_stde,random_obj1_mean,random_obj1_stde,random_obj2_mean,random_obj2_stde,deap_obj0_mean,deap_obj0_stde,deap_obj1_mean,deap_obj1_stde,deap_obj2_mean,deap_obj2_stde,gryffin_adam_naive_obj0_mean,gryffin_adam_naive_obj0_stde,gryffin_adam_naive_obj1_mean,gryffin_adam_naive_obj1_stde,gryffin_adam_naive_obj2_mean,gryffin_adam_naive_obj2_stde,gryffin_genetic_naivegryffin_adam_dynamic_obj0_mean,gryffin_genetic_naivegryffin_adam_dynamic_obj0_stde,gryffin_genetic_naivegryffin_adam_dynamic_obj1_mean,gryffin_genetic_naivegryffin_adam_dynamic_obj1_stde,gryffin_genetic_naivegryffin_adam_dynamic_obj2_mean,gryffin_genetic_naivegryffin_adam_dynamic_obj2_stde,gryffin_genetic_dynamic_obj0_mean,gryffin_genetic_dynamic_obj0_stde,gryffin_genetic_dynamic_obj1_mean,gryffin_genetic_dynamic_obj1_stde,gryffin_genetic_dynamic_obj2_mean,gryffin_genetic_dynamic_obj2_stde
1,34.85479999999999,2.3427226038635474,2.3122654999999996,0.03249894527510187,-0.6417298914,0.013744593072291174,41.15999999999999,1.938147016025618,2.2745573378,0.031146468767139696,-0.651992415,0.01473973493692837,29.693100000000005,1.727919458905312,2.2966012472000004,0.03198127722926453,-0.6681608690999998,0.01242704913874698,36.397499999999994,1.8741271035512181,2.339749504699999,0.031503537525519154,-0.6510958455,0.012312490637372631,33.9718,2.0107260404830254,2.3249622301999997,0.030281716158188,-0.6609357977999999,0.012802924074937664
2,22.73309999999999,1.661491977153023,2.2261276193,0.029760704609755738,-0.6578197086,0.014144409757912027,27.266100000000016,1.6357713287358637,2.2415341934,0.033665595891126526,-0.7006360040999999,0.014644430561254043,24.1184,1.5115437094821076,2.2412996431999996,0.033403153634209204,-0.6507744953999999,0.011909606473820675,25.815799999999985,1.467420244810639,2.3000011366999997,0.030760528800175862,-0.6820964705999999,0.012231184540917544,31.34519999999999,1.613104516959278,2.1162386738000003,0.031586277230057955,-0.6703164452999999,0.014588120285239174
3,18.383599999999994,1.2696832566780354,2.1787024939999995,0.028142418486413245,-0.6887261871,0.013363709380588392,20.881600000000002,1.3410808634295373,2.193845131100001,0.029801141796805108,-0.7004858048999998,0.013507234718651132,17.6985,1.2514617216156951,2.2376567683999995,0.03379660976465308,-0.6636048267,0.013354888726440037,21.342199999999995,1.3279179940641253,2.2616709538999995,0.03152388108213665,-0.6785257022999999,0.011864741938958577,26.758599999999998,1.4813908069741253,2.3768408162,0.04275061790552303,-0.7068243743999999,0.015675149947154448
4,15.652499999999998,1.044573965505212,2.1532303966999997,0.029757413626427795,-0.7002732947999998,0.013444607559185204,16.950699999999994,1.116919668125879,2.1588353846000006,0.02846810220208417,-0.6890352927,0.013957081808392785,14.571799999999994,0.9962595833581303,2.160456556399999,0.030081751997225153,-0.6566940309,0.013038960473053316,16.046299999999995,1.1001457422164242,2.2133721154999995,0.03130365356029968,-0.6775646451,0.010891557061099141,25.915999999999993,1.481401193110595,2.3249992358,0.041711279347014234,-0.6917739791999997,0.015354934932054516
5,14.403299999999993,0.9272136163791701,2.0968384880000004,0.027992255198276306,-0.6919630886999998,0.012595347775407035,15.130199999999995,1.0424888103486152,2.1169774253000004,0.027368874961465686,-0.6918490788,0.013075786232601956,13.397499999999994,0.9147682250274355,2.108987480899999,0.028840337943610628,-0.6595279524000002,0.012464476571252806,14.015899999999997,0.9237446923292544,2.1420835481000005,0.029893669023403166,-0.6762928497000001,0.011734340231692501,21.299799999999994,1.3039113768526787,2.2773885383000003,0.03844039168460785,-0.7043553390000001,0.013285674581754276
6,13.199199999999998,0.8755266746738807,2.0325317345,0.025823115883437206,-0.6899226107999996,0.01287330775879913,13.645899999999997,0.8941510802834175,2.0977108406,0.027508616957886894,-0.6917644557,0.01211581015605715,13.19249999999999,0.836442493415625,2.039813402599999,0.025656330183606295,-0.6877493481000002,0.012241215801240149,13.026599999999998,0.8289372780357107,2.0738280794,0.026176537978615744,-0.6908134662,0.010940091591533517,18.877299999999995,1.2474228660949116,2.2487170892,0.037854793597322904,-0.7070140281,0.012922834179530012
7,12.641999999999996,0.8201914090969078,2.0058381802999996,0.02322830516461467,-0.6928610186999998,0.013229904139964842,13.009799999999995,0.7965096415106901,2.0567774771000003,0.025465918101983075,-0.6799237520999994,0.012154798746019928,13.252499999999987,0.84414517164354,2.0117362198999995,0.023543203461561343,-0.6875539803000001,0.011859469909737654,12.0119,0.7774959832559817,2.0414095412000006,0.02407359491345669,-0.6925910954999999,0.010668085776425463,16.2925,0.9723310958323081,2.1951631835000005,0.03526972492648911,-0.7214924690999999,0.012681356894553505
8,12.1873,0.7676795169408505,1.9940089048999996,0.022310525137823556,-0.6906107516999999,0.012989248296148097,12.779499999999993,0.7708360480267225,2.0265917915000005,0.023590822291074256,-0.6882034829999994,0.011765145214387438,12.692599999999997,0.8120212589880049,1.9770867337999996,0.02184446245065789,-0.6964687926,0.011820861836762593,11.570799999999998,0.7307254416358954,2.011542756800001,0.022466648136324277,-0.6928389785999998,0.010975214946600816,15.179300000000003,0.8202226232049332,2.1262146761000005,0.034878194847156554,-0.7110566178,0.012244456600267677
9,11.791000000000002,0.7430463345720004,1.9809883757,0.022220989092284107,-0.7004907026999999,0.013348198508303943,12.4421,0.723634450236883,1.9950671018000006,0.021836893853179974,-0.6956712674999995,0.01128884450330715,12.125699999999997,0.7630094195011788,1.9728928564999995,0.021618864944336492,-0.6986564766,0.011845515872105158,11.806700000000001,0.7436254290959139,1.9857591050000003,0.02208308353567618,-0.6995391689999999,0.01149964657130568,13.230100000000002,0.7726691005369632,2.0998079153,0.03291341633669979,-0.7169413245,0.01183257331739167
10,11.793100000000004,0.7489383935783888,1.9559445638000001,0.020947268448002994,-0.7117858457999996,0.014298577060100043,11.780899999999997,0.6757604006372989,1.9723739618000007,0.019849583919560154,-0.6898390760999997,0.010869448067104716,11.954099999999993,0.7334140409020729,1.9450001575999991,0.019453778744951,-0.7069639616999999,0.011485775823067876,11.639200000000006,0.7136128325414846,1.9570033049000006,0.021519745350622375,-0.6997492302,0.012003500725446058,12.516400000000008,0.6971315361801268,2.0517436271,0.02959951889346644,-0.7113790563000001,0.011892722697485977
