x1,x2,x3,v1,v2,v3,f,fobj,fcon1,fcon2
20.16,10.08,125.45,0.193548,0.097548,125.45,0.07559049386759838,0.012477,0.092438,5.442111
136.826667,68.413333,118.35,0.193548,0.662065,118.35,-0.16729735055823947,0.003915,0.14066800000000002,8.673568
28.0308,37.7692,133.8,-0.085935,0.212258,133.8,1.0981830995537443,0.20326,0.203997,0.608707
70.124227,95.915773,147.9,-0.09019400000000001,0.535613,147.9,1.264871075638382,0.23565100000000005,0.24203200000000002,0.527095
206.64,103.32,117.9,0.193548,0.999871,117.9,0.07297145010924452,0.005917,0.20627199999999998,10.920024
91.395173,102.92482700000001,106.1,-0.034451999999999997,0.626839,106.1,-0.10098204239656976,0.007295999999999999,0.11890999999999999,7.4749570000000025
171.73333300000004,85.866667,119.2,0.193548,0.830968,119.2,-0.08503854934531191,0.006013,0.153766,8.669167
120.82718700000001,114.09281299999999,115.7,0.016645,0.7578060000000001,115.7,0.043458612638397245,0.011554,0.081147,5.144028
125.25333300000001,62.62666700000001,135.85,0.193548,0.606065,135.85,0.07190879859690152,0.012368,0.090379,5.233447
151.57333300000005,75.78666700000002,119.45,0.193548,0.7334189999999999,119.45,-0.15745783306024658,0.004012,0.144732,8.501847
37.011333,60.98866700000001,145.4,-0.142065,0.316129,145.4,1.665546418235875,0.329717,0.329717,0.343962
169.68,84.84,118.3,0.193548,0.821032,118.3,-0.08103627255420054,0.005076,0.165969,9.583982
206.64,103.32,148.25,0.193548,0.999871,148.25,0.19939738878567034,0.016694999999999998,0.105947,5.0000160000000005
153.213293,137.14670700000002,106.45,0.032129000000000005,0.9366450000000001,106.45,0.050756273828211795,0.0009460000000000001,0.23141799999999998,13.320976000000002
84.56,42.28,137.95,0.193548,0.409161,137.95,0.11921769886954713,0.013838,0.090057,5.117179
187.11252,122.84748,120.55,0.120387,0.999871,120.55,-0.07888966674672081,0.007851,0.12361099999999994,6.771739
52.5336,30.0664,118.65,0.157935,0.266452,118.65,0.10989627137650693,0.013536000000000001,0.074902,4.780176
56.5656,67.7544,113.8,-0.052258000000000006,0.401032,113.8,0.5572753259429687,0.042372,0.060315999999999995,2.210121
197.13456000000002,112.82543999999999,118.3,0.157935,0.999871,118.3,-0.07127791261063425,0.005958,0.16026300000000002,8.511792
98.21429300000001,130.545707,107.35,-0.082065,0.737935,107.35,-0.10513622400510647,0.007412999999999999,0.10199,6.4878519999999975
80.539573,113.220427,107.35,-0.09793500000000001,0.6250319999999999,107.35,0.05347493944475501,0.011835,0.07371799999999999,4.924169999999998
138.603733,74.196267,119.6,0.175742,0.6864520000000001,119.6,-0.08008349269289819,0.007922,0.119948,7.1941729999999975
165.370987,104.549013,114.1,0.130839,0.87071,114.1,-0.12098845688580684,0.003783,0.163469,9.515815
46.271587,29.048413,105.3,0.132774,0.242968,105.3,-0.13583900100943166,0.0062829999999999995,0.11281,7.473878
